; oligo-analysis  -v 1 -sort -i $RSAT/public_html/tmp/www-data/2020/02/17/retrieve-seq_2020-02-17.102400_zNNOQn.fasta.fasta -format fasta -return occ -table -1str -noov -quick_if_possible -seqtype dna -bg upstream-noorf -org Escherichia_coli_GCF_000005845.2_ASM584v2 -pseudo 0.01 -l 2 -o $RSAT/public_html/tmp/www-data/2020/02/17/oligo-analysis_2020-02-17.104844_7ZpmZl_2nt.tab
; Citation: van Helden et al. (1998). J Mol Biol 281(5), 827-42. 
; Program version              	1.169
; Slow counting mode           
; Oligomer length              	2
; Input file                   	$RSAT/public_html/tmp/www-data/2020/02/17/retrieve-seq_2020-02-17.102400_zNNOQn.fasta.fasta
; Input format                 	fasta
; Output file                  	$RSAT/public_html/tmp/www-data/2020/02/17/oligo-analysis_2020-02-17.104844_7ZpmZl_2nt.tab
; Discard overlapping matches
; Counted on a single strand
; Number of output patterns	16
# seq	aa	ac	ag	at	ca	cc	cg	ct	ga	gc	gg	gt	ta	tc	tg	tt
mglB	24	20	16	19	19	12	15	14	15	15	6	17	21	13	16	20
galS	11	9	8	11	14	5	7	8	7	8	3	10	7	11	10	7
yeiB	3	1	2	0	1	1	0	0	1	1	2	0	1	0	0	1
folE	17	13	9	23	21	8	12	15	9	21	9	15	16	14	23	18
yeiG	18	15	15	23	23	9	12	9	14	21	8	13	16	9	21	17
cirA	21	11	13	28	17	15	14	15	20	16	11	11	16	19	19	22
lysP	11	6	10	18	12	7	11	13	12	18	7	12	10	12	20	14
yeiE	12	6	3	11	1	3	3	7	3	2	4	4	15	3	3	8
yeiH	8	4	7	11	3	4	3	3	3	2	3	6	15	3	1	12
nfo	2	6	3	3	5	7	4	7	1	4	2	4	5	7	2	6
yeiI	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
nupX	7	3	7	10	7	5	5	4	8	9	5	4	5	4	8	2
rihB	13	7	7	18	10	2	8	9	11	8	5	7	12	11	11	15
yeiL	15	7	9	18	11	5	8	7	11	8	2	7	12	11	10	13
psuT	7	6	4	5	7	6	8	4	5	8	5	3	3	5	4	3
psuK	25	19	18	36	29	12	10	24	17	18	13	28	27	26	35	44
fruA	0	0	4	1	3	0	0	0	2	2	2	0	1	0	0	0
fruB	31	17	24	23	25	6	16	26	27	30	13	12	12	20	28	27
setB	27	12	26	23	28	13	16	24	20	30	6	17	12	27	25	31
yeiW	16	8	6	7	8	4	13	8	6	10	8	13	7	10	10	7
yeiP	7	13	8	7	10	8	13	6	10	10	4	8	7	6	8	16
yeiQ	14	15	7	19	18	10	9	19	8	11	2	8	15	19	11	24
yeiR	4	4	8	4	4	8	8	12	6	9	4	5	6	10	4	14
lpxT	4	0	4	3	1	1	1	1	3	2	1	3	3	1	2	4
mepS	34	22	15	39	30	14	19	22	16	18	12	22	30	31	22	35
rtn	11	5	9	15	9	6	7	10	10	8	7	12	10	14	14	19
yejA	5	1	5	8	3	3	4	3	5	6	4	6	6	3	8	6
yejG	27	15	19	35	23	11	13	9	21	15	10	20	26	15	24	22
bcr	1	1	2	1	2	1	1	2	2	1	1	1	0	2	1	4
rsuA	5	9	9	12	11	6	6	8	8	7	7	8	11	10	7	12
yejH	12	8	8	12	7	7	6	9	10	7	6	9	11	8	11	5
rplY	7	3	12	10	5	3	5	6	11	9	4	7	10	4	10	10
yejK	11	7	7	13	6	7	13	9	7	11	7	12	13	11	10	21
yejL	21	12	9	13	10	7	13	7	11	11	7	7	13	7	6	11
yejM	2	2	2	1	2	0	0	0	2	0	2	1	1	0	0	1
proL	6	3	6	7	4	1	4	2	3	4	3	6	9	3	3	6
yejO	25	17	16	28	23	7	9	17	13	14	10	19	25	18	21	29
insH1	31	19	20	37	28	9	13	25	18	19	15	28	29	29	32	35
narP	29	19	17	28	21	10	9	16	18	14	7	17	25	13	23	25
ccmC	1	2	1	3	0	0	3	4	4	1	2	3	2	3	4	4
ccmA	0	0	1	1	1	0	0	0	0	1	1	1	1	0	1	2
napC	0	0	1	1	0	0	0	0	1	0	1	1	1	0	0	2
napG	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	1
napF	27	14	18	45	23	13	13	25	20	21	12	14	34	26	24	43
eco	43	14	25	45	24	12	13	18	26	21	13	14	34	20	23	27
mqo	25	12	7	24	10	7	9	13	7	11	4	9	26	9	12	16
yojI	6	1	2	7	1	1	5	4	3	7	2	5	5	3	8	8
ada	3	2	6	4	3	4	3	4	5	7	5	4	3	1	7	6
apbE	4	6	4	7	7	3	8	6	6	6	4	7	4	9	7	12
ompC	27	10	20	37	17	5	6	13	19	14	11	19	31	13	25	41
micF	41	19	13	37	25	11	6	20	13	14	5	10	31	19	17	27
rcsD	22	22	13	30	27	8	7	18	11	12	8	13	27	18	16	29
rcsB	1	1	2	1	1	1	0	1	0	1	1	1	3	0	0	1
rcsC	6	11	11	12	10	10	10	11	13	8	9	9	11	12	8	10
atoS	10	9	11	12	8	9	10	11	12	8	10	11	11	13	10	6
atoD	16	9	6	21	18	12	3	15	4	12	3	5	15	14	12	14
atoB	4	3	2	2	3	2	1	1	2	1	2	0	3	0	0	0
yfaP	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0
yfaA	12	4	8	7	8	4	3	11	4	11	10	10	8	7	14	11
gyrA	8	8	10	12	7	4	8	7	9	9	9	9	14	5	10	8
ubiG	8	9	7	12	10	9	8	10	5	9	4	8	14	9	7	8
yfaL	50	16	24	70	22	8	14	16	33	15	15	25	54	21	35	48
nrdA	43	33	24	52	41	21	13	29	23	20	8	17	45	31	22	42
nrdB	8	12	12	15	14	16	25	12	12	28	18	9	13	12	12	7
inaA	15	7	13	14	11	3	7	8	7	10	11	15	16	8	12	9
yfaH	9	15	8	14	12	11	7	13	8	10	3	7	16	7	11	15
glpQ	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0
glpT	22	12	9	29	21	5	13	11	12	13	8	14	18	20	17	26
glpA	26	14	11	29	17	8	13	9	20	13	5	12	18	12	21	22
yfaD	14	11	6	14	13	9	13	9	9	13	9	14	8	12	17	7
rhmA	2	2	2	1	1	0	1	0	1	0	2	1	2	0	0	1
rhmT	3	5	2	2	4	2	4	4	2	4	3	3	3	3	3	4
rhmD	2	1	1	2	2	0	0	0	2	0	1	0	0	1	1	0
rhmR	13	13	10	12	15	15	11	16	13	13	7	12	7	16	17	13
yfaY	4	4	5	7	5	6	8	7	4	8	3	4	7	9	3	9
yfaZ	21	10	15	30	11	6	6	13	17	8	8	17	27	12	21	28
nudI	28	17	13	30	21	8	6	15	12	8	6	10	27	17	11	21
ais	20	12	14	33	12	10	9	15	15	15	10	14	32	10	21	39
arnB	39	14	15	33	21	10	9	14	10	15	10	12	32	15	12	20
arnC	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
pmrD	8	4	4	10	7	5	2	8	5	4	1	6	7	9	9	11
menB	2	2	1	1	2	0	0	1	1	0	1	0	1	0	0	0
menD	5	5	3	13	6	4	4	5	4	4	1	2	11	7	3	7
menF	3	6	5	3	3	6	3	4	3	3	5	6	7	2	4	6
elaB	4	5	5	2	4	1	2	2	5	1	2	4	4	2	3	4
elaA	6	2	6	7	6	1	2	2	3	3	3	3	6	5	0	4
rbn	4	3	2	7	0	3	2	6	5	3	1	2	6	3	6	6
elaD	10	12	9	18	17	8	6	14	7	14	3	2	15	11	8	18
yfbK	7	1	7	21	4	1	2	3	7	5	5	9	17	3	12	20
yfbL	20	9	3	21	12	5	2	7	3	5	1	1	17	7	4	7
yfbM	11	4	5	9	7	2	5	3	8	4	4	2	4	7	4	8
yfbN	17	8	13	31	16	4	6	1	13	4	5	12	22	12	10	19
yfbO	19	12	1	31	10	5	6	13	12	4	4	8	22	13	16	17
yfbP	6	4	3	9	4	0	1	0	4	1	2	2	7	0	4	4
nuoN	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0
nuoM	12	7	10	11	5	11	12	6	15	7	9	10	8	10	9	10
nuoJ	0	0	2	0	1	0	0	0	2	1	3	0	0	0	0	0
nuoI	2	1	1	1	1	1	0	0	1	1	2	0	1	0	0	0
nuoG	5	3	3	3	2	1	3	6	6	3	1	1	2	4	4	2
nuoE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
nuoC	6	6	3	7	7	5	8	7	5	9	4	3	4	7	6	9
nuoB	1	0	2	1	1	1	2	0	1	2	1	0	1	0	0	1
nuoA	50	27	25	42	33	15	16	22	33	16	17	30	29	28	38	37
lrhA	36	28	26	52	34	14	18	24	31	28	16	26	41	20	41	34
alaA	45	29	26	56	49	17	11	25	19	20	11	17	43	37	19	47
yfbR	3	5	3	9	8	5	5	4	5	5	3	4	4	7	6	4
yfbS	7	3	5	8	7	5	3	4	4	3	4	4	4	8	3	6
yfbT	0	0	1	0	0	1	1	0	1	2	2	0	0	0	0	0
yfbU	4	6	8	5	7	4	2	4	6	3	2	4	7	4	3	7
yfbV	25	16	18	37	19	8	9	14	27	18	11	18	25	9	35	24
ackA	24	18	14	37	35	11	9	18	9	18	8	16	25	27	19	25
pta	5	5	4	2	5	5	6	3	3	7	5	4	3	3	4	3
yfcC	10	7	2	20	12	7	9	17	6	16	4	4	11	15	15	20
yfcD	7	3	5	2	4	4	3	2	4	4	1	2	3	2	2	2
yfcE	2	4	6	3	4	1	4	1	6	2	1	3	4	3	1	4
yfcF	6	9	11	8	10	6	8	6	9	9	4	9	10	6	8	7
yfcG	7	9	6	8	8	4	8	11	6	9	6	9	10	9	10	6
folX	6	4	4	3	5	2	2	3	3	1	2	4	4	4	2	3
yfcH	0	0	1	2	1	1	2	1	1	3	2	0	1	2	1	0
yfcI	14	6	7	12	6	8	12	14	9	13	10	14	10	14	17	14
hisP	1	1	0	1	0	0	1	0	1	0	0	0	1	0	0	0
hisQ	5	8	9	2	9	5	7	2	8	6	8	3	2	5	1	2
hisJ	16	12	7	23	13	5	8	10	12	11	11	14	17	8	22	14
argT	23	21	8	22	27	10	11	16	11	16	4	11	13	16	19	21
ubiX	5	5	4	2	6	7	4	11	4	10	4	4	1	6	10	3
purF	3	2	3	1	0	0	2	3	5	2	2	3	1	1	4	1
cvpA	13	13	12	18	14	11	26	8	16	24	15	12	13	11	14	16
folC	4	5	3	4	4	4	3	7	3	6	4	1	5	4	4	3
accD	12	7	7	10	12	7	6	6	5	7	9	11	7	10	10	12
dedA	7	5	9	6	7	2	4	3	7	6	4	4	6	2	4	2
usg	2	3	3	3	4	2	0	10	2	5	3	2	3	7	6	5
pdxB	5	9	3	7	7	5	6	8	3	5	4	6	9	8	5	5
flk	5	6	8	7	5	4	6	3	8	5	5	9	9	3	7	5
yfcJ	14	17	14	12	17	19	25	15	17	23	10	12	9	18	13	14
fabB	6	9	7	10	5	0	11	14	8	11	8	14	14	10	14	12
mnmC	12	14	14	10	14	8	11	7	10	11	0	9	14	8	5	6
yfcL	3	2	5	1	3	2	2	0	3	3	1	1	1	0	1	2
mepA	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aroC	5	6	1	1	5	1	3	0	1	2	1	2	2	0	1	0
prmB	7	8	4	16	8	7	13	12	8	10	3	7	12	16	8	13
smrB	13	7	12	16	8	3	13	4	16	10	7	8	12	8	8	7
yfcS	2	0	1	3	0	1	1	0	3	0	1	1	1	1	2	1
yfcU	8	7	2	8	4	3	4	2	6	3	5	3	7	0	5	3
yfcV	40	20	17	72	28	10	10	19	26	13	13	22	56	24	33	56
sixA	21	9	9	16	12	5	12	8	12	13	13	12	10	10	15	11
fadI	5	8	8	7	9	7	4	20	4	6	9	12	10	19	10	21
yfcZ	24	21	24	31	27	9	15	16	25	17	19	22	24	20	25	26
fadL	26	22	16	31	25	19	15	24	20	17	9	21	24	25	27	24
yfdF	25	16	21	28	26	18	9	26	13	19	12	18	26	27	20	27
mlaA	18	16	19	19	21	7	15	20	14	22	15	15	19	18	16	16
yfdC	16	15	20	19	16	15	15	19	18	22	7	16	19	14	21	18
argW	2	4	5	6	6	4	7	3	2	9	4	3	6	3	2	4
intS	9	8	8	14	13	12	10	4	7	6	4	10	10	14	5	12
gtrA	12	8	12	14	12	4	4	9	12	7	1	8	11	10	10	12
tfaS	21	22	13	42	24	17	12	26	18	15	5	15	35	25	23	23
yfdK	3	1	1	1	0	0	0	2	2	0	1	1	2	1	2	4
oweS	0	0	0	2	2	1	0	3	0	2	0	0	0	3	2	1
yfdP	1	0	3	2	2	0	0	0	3	2	1	0	0	0	2	0
yfdQ	5	3	2	12	3	0	0	6	3	0	1	1	11	6	2	8
yfdR	9	8	4	10	10	5	7	6	5	10	8	4	8	5	8	7
ypdJ	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
torI	0	3	5	9	4	4	5	4	6	4	2	3	7	7	3	7
pawZ	9	3	3	8	7	4	1	5	1	3	1	3	5	7	3	3
dsdC	18	12	9	23	14	6	4	13	17	9	7	6	12	10	19	17
dsdX	17	6	13	23	19	7	4	9	10	9	6	12	12	17	14	18
dsdA	1	2	2	0	1	0	2	1	2	2	0	1	1	0	0	0
emrK	38	15	23	48	29	13	7	24	22	14	8	20	35	31	26	32
evgA	32	20	24	48	26	8	7	23	31	14	13	15	35	22	29	38
evgS	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
yfdE	6	2	3	7	6	2	2	3	2	4	2	3	5	5	4	11
yfdV	2	5	1	8	3	3	3	7	5	2	4	2	5	6	5	4
oxc	5	1	1	6	1	1	2	3	1	2	4	1	6	4	1	6
frc	36	30	18	57	31	13	23	26	22	22	14	22	52	28	24	45
yfdX	28	17	13	33	14	6	7	22	18	8	7	15	30	18	21	20
ypdI	20	15	22	33	21	7	7	13	18	8	6	17	30	18	14	28
yfdY	18	22	26	26	25	7	12	20	21	18	13	26	27	17	27	30
lpxP	30	26	20	26	27	13	12	26	17	18	7	22	27	21	25	18
ypdK	26	15	21	23	18	11	16	26	13	17	14	25	29	27	18	29
alaC	34	15	22	35	19	10	12	19	23	17	18	19	30	18	24	31
ypdA	31	19	19	35	24	18	12	22	18	17	10	15	30	23	19	34
ypdB	0	0	1	2	0	1	1	0	2	1	1	1	1	0	1	1
ypdC	1	1	0	0	0	0	1	1	1	0	1	0	0	2	0	1
fryA	1	1	1	1	0	2	2	2	2	1	2	1	1	2	1	2
ypdF	3	0	2	1	1	1	0	0	2	0	1	0	0	1	0	0
fryC	1	1	1	3	1	0	1	0	2	0	1	1	2	1	1	3
fryB	13	14	6	19	15	8	12	14	8	5	7	13	15	22	9	21
glk	9	6	16	14	10	8	7	9	14	14	8	14	13	6	18	19
yfeO	19	14	9	14	18	8	7	16	6	14	8	6	13	14	10	9
ypeC	9	5	6	9	3	5	8	7	9	8	6	4	9	4	7	7
mntH	27	18	18	39	32	7	5	16	16	12	10	20	26	23	26	19
nupC	19	20	16	39	26	10	5	18	23	12	7	18	26	16	32	27
insL1	8	5	3	9	3	5	5	3	4	5	4	4	10	1	5	5
yfeA	12	7	9	11	8	11	11	14	9	16	8	15	9	11	20	15
alaX	3	4	1	2	4	1	3	1	0	3	1	3	2	1	2	3
alaW	16	19	6	20	17	10	12	12	15	10	5	12	13	12	19	21
yfeC	21	12	12	20	19	5	12	6	12	10	10	19	13	15	17	16
gltX	24	10	17	20	16	7	17	6	17	13	10	18	14	16	14	18
valU	18	18	6	20	14	10	17	17	16	13	7	10	14	17	16	24
valX	3	2	5	2	1	2	2	3	3	2	0	5	4	2	3	2
valY	5	1	3	2	1	2	2	4	2	2	0	4	3	3	3	3
lysV	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1
xapR	10	6	7	32	6	7	9	14	10	12	12	18	28	11	24	29
xapB	8	4	3	4	3	2	5	1	7	4	4	1	1	1	3	1
xapA	24	8	17	30	9	9	12	7	18	11	7	13	27	9	13	16
yfeN	16	13	7	30	13	7	12	17	9	11	9	8	27	18	9	24
yfeR	7	2	6	11	6	3	1	4	9	2	1	3	3	7	8	9
yfeH	9	3	4	11	8	1	1	6	7	2	3	2	3	9	6	7
ligA	4	4	2	4	3	3	4	5	3	4	4	3	4	4	4	7
zipA	20	10	16	18	15	5	7	10	14	12	10	16	15	10	19	16
cysZ	16	16	10	18	19	10	7	16	10	12	5	10	15	14	15	20
cysK	6	7	6	19	10	12	5	13	4	9	7	12	18	12	14	17
ptsH	31	22	17	22	22	16	21	25	15	28	15	20	25	18	25	31
ptsI	4	1	4	1	3	1	1	1	0	0	3	5	3	4	0	5
crr	2	2	4	3	2	2	2	2	5	3	2	0	2	2	2	2
pdxK	8	3	7	10	4	4	4	3	11	3	6	5	6	5	8	10
yfeK	10	5	3	10	8	6	4	7	5	3	4	3	6	11	4	8
yfeS	2	2	3	1	2	1	1	1	2	2	4	1	2	1	1	2
cysM	8	7	10	8	7	6	11	4	10	11	8	8	8	5	8	6
cysP	17	17	8	20	18	18	15	22	8	13	10	21	20	25	19	27
ucpA	8	3	12	12	7	3	3	6	12	8	4	6	9	5	11	11
murR	12	7	15	16	10	4	6	7	16	8	8	8	12	7	12	8
murQ	8	8	7	16	12	8	6	15	7	8	4	7	12	16	10	12
murP	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
yfeW	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0
yfeX	10	7	3	6	8	4	9	2	5	9	4	3	4	3	5	6
yfeY	7	5	3	3	5	2	2	2	4	3	3	3	2	1	5	5
ypeA	15	13	8	19	12	12	14	7	10	8	4	14	17	13	10	23
amiA	23	14	7	19	10	4	14	8	13	8	12	13	17	10	12	15
hemF	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
eutR	2	4	1	2	4	4	3	2	1	2	4	4	2	3	3	1
eutK	0	0	1	0	0	1	2	0	1	1	2	1	0	0	1	1
eutL	0	0	1	1	1	0	0	0	1	1	2	0	0	1	0	0
eutC	1	2	1	3	1	0	2	0	3	1	1	0	2	1	1	0
eutB	13	15	4	15	7	9	15	8	18	8	8	8	8	7	15	10
intZ	10	8	8	15	15	8	15	4	7	8	9	15	8	18	7	13
yffL	18	4	6	22	9	7	6	8	5	9	5	9	17	11	11	27
yffM	34	14	36	27	33	21	25	20	23	34	29	29	22	29	25	38
yffN	1	0	1	1	1	0	0	0	1	0	2	1	0	1	1	0
yffO	13	2	1	13	7	2	5	3	2	6	6	5	7	6	7	16
yffQ	36	30	22	30	38	24	25	20	27	28	24	21	16	26	29	31
yffR	1	0	1	1	1	0	0	0	1	1	2	0	0	1	0	0
yffS	12	11	3	12	9	12	9	8	7	7	4	6	10	9	8	10
eutH	9	11	10	17	15	14	24	7	9	28	14	8	13	7	12	9
eutJ	1	1	2	0	1	0	0	0	1	0	1	1	1	0	0	0
eutE	1	1	1	1	2	0	0	0	1	1	1	0	0	1	0	0
eutN	1	7	4	3	4	5	9	9	6	6	8	6	4	9	5	8
eutM	2	3	3	1	2	2	2	2	4	1	3	2	1	2	2	1
eutP	0	1	1	1	1	0	1	0	1	1	1	0	1	1	0	1
eutS	19	16	14	30	16	6	13	19	13	16	3	11	31	17	13	30
maeB	23	18	21	20	22	6	8	12	16	15	14	21	21	9	23	20
talA	20	21	12	20	23	14	8	21	9	15	6	18	21	16	22	23
tktB	0	2	2	1	2	2	1	0	1	1	1	2	1	0	1	1
ypfG	10	8	2	10	4	6	10	7	7	7	3	8	8	7	10	10
nudK	3	4	5	3	5	2	6	3	4	6	2	5	3	4	4	4
aegA	20	12	11	18	16	7	8	8	9	7	5	13	15	13	10	16
narQ	16	13	8	18	10	5	8	11	13	7	7	12	15	9	16	20
acrD	12	14	10	8	12	9	6	14	8	9	4	6	13	9	7	12
ypfM	33	17	20	53	26	11	11	10	20	8	7	21	43	22	18	32
yffB	32	21	10	53	18	7	11	20	22	8	11	17	43	20	26	33
dapE	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
ypfN	3	0	4	1	1	0	0	1	3	2	2	2	1	1	3	1
ypfH	5	1	5	7	6	2	3	3	3	3	3	6	4	8	4	7
tmcA	0	0	1	0	1	1	1	1	0	1	3	0	0	1	0	1
ypfJ	8	7	3	18	12	10	8	15	7	10	5	6	9	18	12	12
purC	16	15	11	15	17	7	18	4	13	13	10	11	10	11	9	14
bamC	0	0	3	1	0	0	0	0	2	0	1	1	1	0	1	2
dapA	12	11	8	9	12	5	2	8	7	7	7	8	8	5	12	13
gcvR	13	8	8	9	12	7	2	8	5	7	5	11	8	7	12	12
hyfA	14	12	8	28	21	12	11	14	13	15	5	10	14	20	19	23
hyfC	1	1	0	1	1	1	0	0	1	0	1	0	0	1	0	0
hyfD	1	2	1	1	1	0	1	1	3	1	2	0	0	0	1	0
hyfE	0	0	1	2	0	0	0	0	4	0	1	0	0	0	2	0
hyfF	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0
hyfH	1	1	2	0	1	0	0	0	2	0	1	0	0	0	0	0
hyfR	3	1	2	3	1	0	0	2	3	0	2	1	2	2	2	3
focB	0	0	2	1	1	0	0	2	1	3	1	1	1	1	3	2
yfgO	12	9	11	16	10	11	13	13	16	9	6	12	9	18	13	16
bepA	16	12	13	16	13	6	13	11	18	9	11	9	9	16	10	12
yfgD	3	1	2	1	2	0	1	0	2	1	1	0	1	1	0	2
hda	3	4	2	6	4	4	5	6	5	4	6	9	3	7	11	7
uraA	10	5	8	8	3	2	3	4	6	4	2	2	11	1	1	6
upp	30	15	19	19	15	13	18	17	20	18	14	15	18	17	16	27
purM	27	15	17	19	16	14	18	19	17	18	13	15	18	20	15	30
ppk	12	4	10	11	12	12	8	9	3	14	6	11	11	11	10	11
ppx	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0
yfgF	31	16	14	47	23	5	6	16	21	7	15	22	32	22	30	27
yfgG	27	22	16	47	30	15	6	14	22	7	5	16	32	21	23	31
yfgH	21	12	4	41	11	7	10	22	12	10	7	13	35	20	21	34
yfgI	1	0	3	1	1	0	0	0	2	0	2	1	1	2	0	0
guaA	2	2	1	6	3	2	6	6	3	4	2	3	4	9	3	7
guaB	10	4	11	16	10	5	9	6	8	12	8	8	13	10	7	11
xseA	11	8	6	16	7	8	9	11	10	12	5	4	13	8	10	10
yfgJ	4	1	4	9	2	4	2	4	5	2	4	3	7	5	4	5
der	8	7	3	6	3	3	9	8	7	6	5	8	6	8	9	9
bamB	0	1	1	0	0	1	1	0	2	0	1	0	0	0	0	0
yfgM	2	1	4	0	1	0	0	0	4	1	3	0	0	0	0	0
hisS	8	4	7	9	4	4	7	3	11	6	4	5	5	5	8	8
ispG	1	2	2	1	1	0	3	0	3	1	2	1	1	1	0	2
rodZ	17	19	13	21	17	6	16	12	12	16	13	27	25	10	26	22
rlmN	10	7	7	9	11	11	15	3	5	16	8	8	7	6	7	6
ndk	14	10	5	11	12	5	5	9	4	6	3	9	11	10	9	13
yfhM	17	9	9	19	12	4	10	10	12	13	12	10	13	10	16	15
sseA	15	10	10	19	16	12	10	9	10	13	4	9	13	12	12	17
ryfA	45	24	28	31	31	22	24	27	13	28	17	34	39	30	23	46
sseB	11	5	4	13	7	8	11	7	6	14	6	6	8	6	11	10
pepB	9	9	6	9	13	11	12	16	5	19	9	5	7	13	11	11
iscX	0	0	3	0	1	0	0	0	1	0	1	2	1	0	0	1
hscA	2	1	1	0	0	0	0	2	1	1	1	0	1	1	1	1
hscB	2	4	2	6	3	8	12	3	5	10	5	7	4	4	8	6
iscA	0	0	2	0	0	0	0	0	2	0	2	3	0	0	2	3
iscU	2	0	2	4	1	0	2	0	3	0	3	1	3	3	0	1
iscS	6	5	10	8	7	6	6	4	8	6	5	8	9	6	6	5
iscR	29	34	28	26	32	27	38	16	28	34	20	29	28	18	25	16
trmJ	9	4	10	10	5	0	8	7	13	6	5	6	7	9	7	5
suhB	5	6	7	10	7	5	8	10	9	6	0	4	7	13	5	9
yfhR	6	8	6	9	9	9	8	14	8	7	6	4	6	16	5	9
csiE	12	11	11	20	17	8	4	14	13	10	2	3	12	13	12	16
hcaT	8	13	7	10	12	5	10	10	10	10	6	5	8	10	8	16
hcaR	10	4	8	13	3	4	2	7	10	4	6	9	11	4	14	15
iroK	26	25	24	36	28	27	34	18	36	30	30	33	21	25	42	34
hcaE	15	9	7	13	14	6	2	8	4	4	4	4	11	10	3	10
hcaD	1	1	1	0	1	0	1	0	1	1	1	0	0	0	0	0
yphA	6	2	6	10	6	2	4	3	5	6	7	7	7	4	8	7
yphB	0	0	2	0	0	0	1	0	1	1	2	1	1	0	0	1
yphC	5	2	2	6	1	3	5	2	4	5	5	3	4	1	5	5
yphD	3	2	2	1	0	2	1	1	4	0	1	0	1	0	2	2
yphE	0	0	2	1	1	1	2	2	2	2	1	1	0	3	1	1
yphF	10	6	5	8	5	4	5	7	3	8	3	3	10	3	4	5
yphG	8	7	4	11	9	5	3	6	4	5	1	7	9	6	9	16
yphH	16	7	6	11	9	1	3	4	6	5	5	7	9	4	9	8
glyA	27	7	16	27	17	15	11	18	15	17	10	22	17	22	28	29
hmp	29	22	18	27	28	10	11	16	22	17	15	7	17	15	17	27
glnB	4	3	6	4	4	1	3	1	4	4	3	4	4	2	3	6
yfhG	6	8	7	11	10	9	10	14	5	12	7	11	11	14	11	8
glrK	2	4	4	3	3	3	4	5	4	3	2	4	4	6	2	3
glmY	19	22	16	23	26	11	12	18	10	17	11	19	25	18	17	27
purL	15	14	14	17	15	10	19	11	14	19	8	15	16	12	15	22
mltF	22	15	11	17	15	8	19	14	12	19	10	14	16	14	15	15
tadA	3	1	4	4	1	3	6	2	1	6	1	5	6	2	2	5
pgpC	13	5	15	24	12	8	10	6	17	12	8	13	14	11	17	14
yfhH	14	13	6	24	17	8	10	15	11	12	8	5	14	17	12	13
yfhL	3	0	3	3	0	3	4	1	3	4	1	7	3	1	6	6
shoB	27	17	19	24	22	9	12	17	20	19	11	18	18	15	26	26
ohsC	26	18	17	24	26	11	12	19	15	19	9	17	18	20	22	27
pdxJ	0	0	1	1	0	0	0	0	2	0	1	1	0	1	2	1
recO	1	1	1	0	0	1	1	1	1	0	0	1	1	1	0	0
rnc	13	15	13	21	17	14	19	8	13	15	10	24	19	15	20	19
lepB	0	0	2	0	0	1	0	1	1	1	2	1	1	0	1	2
lepA	15	14	10	16	17	7	9	10	8	12	7	10	15	10	11	15
rseA	1	1	3	4	0	0	2	1	3	2	4	1	5	0	1	1
rpoE	25	26	24	29	24	5	16	23	26	23	23	22	29	14	32	30
nadB	30	22	23	29	32	23	16	24	14	23	5	26	29	26	24	25
trmN	2	4	2	10	4	4	8	12	3	8	7	11	9	13	11	14
srmB	14	11	12	10	11	7	8	2	13	8	4	4	9	3	4	2
yfiE	5	5	4	10	3	2	4	4	7	0	5	7	9	6	6	13
eamB	13	7	4	10	6	5	4	4	6	0	2	5	9	7	3	5
grcA	30	17	12	28	24	9	9	16	14	15	10	12	19	17	20	24
ung	24	12	16	28	20	10	9	12	17	15	9	17	19	14	24	30
yfiF	13	12	10	17	10	4	18	10	13	15	14	11	15	12	11	12
trxC	12	11	10	17	11	14	18	10	12	15	4	12	15	13	10	13
yfiP	1	3	0	2	2	4	7	8	2	6	3	3	1	8	4	8
pka	1	2	1	2	2	1	3	2	2	1	3	2	0	4	1	2
pssA	7	8	6	8	7	3	3	7	9	5	5	8	6	4	13	8
yfiM	1	4	1	0	3	4	3	1	1	1	4	5	1	2	3	5
kgtP	28	19	11	32	25	19	14	18	15	23	12	6	22	15	19	20
rrfG	9	5	10	7	6	2	5	3	12	6	3	2	3	3	5	6
rrlG	18	8	8	11	9	2	5	16	14	5	3	14	5	16	20	14
gltW	16	9	14	10	10	3	11	9	13	13	4	10	10	7	11	10
rrsG	42	29	27	27	24	13	30	25	34	27	16	18	24	23	22	26
ryfD	1	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0
rluD	13	11	8	9	8	7	7	8	8	6	3	6	12	6	4	7
