; oligo-analysis  -v 1 -sort -i $RSAT/public_html/tmp/www-data/2020/02/17/retrieve-seq_2020-02-17.102400_zNNOQn.fasta.fasta -format fasta -return occ -table -1str -quick_if_possible -seqtype dna -bg upstream-noorf -org Escherichia_coli_GCF_000005845.2_ASM584v2 -pseudo 0.01 -l 2 -o $RSAT/public_html/tmp/www-data/2020/02/17/oligo-analysis_2020-02-17.120653_hiGSOB_2nt.tab
; Citation: van Helden et al. (1998). J Mol Biol 281(5), 827-42. 
; Program version              	1.169
; Slow counting mode           
; Oligomer length              	2
; Input file                   	$RSAT/public_html/tmp/www-data/2020/02/17/retrieve-seq_2020-02-17.102400_zNNOQn.fasta.fasta
; Input format                 	fasta
; Output file                  	$RSAT/public_html/tmp/www-data/2020/02/17/oligo-analysis_2020-02-17.120653_hiGSOB_2nt.tab
; Count overlapping matches
; Counted on a single strand
; Number of output patterns	16
# seq	aa	ac	ag	at	ca	cc	cg	ct	ga	gc	gg	gt	ta	tc	tg	tt
galS	13	9	8	11	14	5	7	8	7	8	3	10	7	11	10	9
yeiB	4	1	2	0	1	1	0	0	1	1	2	0	1	0	0	1
folE	20	13	9	23	21	10	12	15	9	21	10	15	16	14	23	25
yeiG	25	15	15	23	23	10	12	9	14	21	10	13	16	9	21	20
cirA	28	11	13	28	17	19	14	15	20	16	14	11	16	19	19	32
lysP	12	6	10	18	12	8	11	13	12	18	8	12	10	12	20	21
yeiE	15	6	3	11	1	4	3	7	3	2	5	4	15	3	3	12
yeiH	12	4	7	11	3	5	3	3	3	2	4	6	15	3	1	15
nfo	2	6	3	3	5	8	4	7	1	4	3	4	5	7	2	8
yeiI	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
nupX	8	3	7	10	7	6	5	4	8	9	7	4	5	4	8	3
rihB	18	7	7	18	10	3	8	9	11	8	5	7	12	11	11	22
yeiL	22	7	9	18	11	5	8	7	11	8	3	7	12	11	10	18
psuT	10	6	4	5	7	7	8	4	5	8	8	3	3	5	4	5
psuK	37	19	18	36	29	15	10	24	17	18	16	28	27	26	35	66
fruA	0	0	4	1	3	0	0	0	2	2	2	0	1	0	0	0
fruB	45	17	24	23	25	8	16	26	27	30	13	12	12	20	28	40
setB	40	12	26	23	28	13	16	24	20	30	8	17	12	27	25	45
yeiW	24	8	6	7	8	4	13	8	6	10	10	13	7	10	10	9
yeiP	9	13	8	7	10	10	13	6	10	10	4	8	7	6	8	24
yeiQ	15	15	7	19	18	13	9	19	8	11	3	8	15	19	11	31
yeiR	5	4	8	4	4	9	8	12	6	9	4	5	6	10	4	18
lpxT	5	0	4	3	1	1	1	1	3	2	1	3	3	1	2	6
mepS	42	22	15	39	30	16	19	22	16	18	15	22	30	31	22	51
rtn	16	5	9	15	9	7	7	10	10	8	7	12	10	14	14	26
yejA	8	1	5	8	3	4	4	3	5	6	4	6	6	3	8	6
yejG	42	15	19	35	23	15	13	9	21	15	12	20	26	15	24	27
bcr	1	1	2	1	2	2	1	2	2	1	1	1	0	2	1	6
rsuA	6	9	9	12	11	8	6	8	8	7	10	8	11	10	7	17
yejH	17	8	8	12	7	10	6	9	10	7	8	9	11	8	11	6
rplY	9	3	12	10	5	4	5	6	11	9	5	7	10	4	10	13
yejK	17	7	7	13	6	8	13	9	7	11	8	12	13	11	10	28
yejL	28	12	9	13	10	8	13	7	11	11	8	7	13	7	6	17
yejM	3	2	2	1	2	0	0	0	2	0	3	1	1	0	0	1
proL	9	3	6	7	4	1	4	2	3	4	3	6	9	3	3	6
yejO	35	17	16	28	23	9	9	17	13	14	12	19	25	18	21	42
insH1	41	19	20	37	28	12	13	25	18	19	17	28	29	29	32	50
narP	42	19	17	28	21	12	9	16	18	14	9	17	25	13	23	35
ccmC	2	2	1	3	0	0	3	4	4	1	2	3	2	3	4	6
ccmA	0	0	1	1	1	0	0	0	0	1	2	1	1	0	1	2
napC	0	0	1	1	0	0	0	0	1	0	1	1	1	0	0	2
napG	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	1
napF	36	14	18	45	23	16	13	25	20	21	13	14	34	26	24	64
eco	64	14	25	45	24	13	13	18	26	21	16	14	34	20	23	36
mqo	34	12	7	24	10	9	9	13	7	11	4	9	26	9	12	20
yojI	8	1	2	7	1	1	5	4	3	7	4	5	5	3	8	10
ada	4	2	6	4	3	4	3	4	5	7	7	4	3	1	7	8
apbE	6	6	4	7	7	4	8	6	6	6	6	7	4	9	7	17
ompC	38	10	20	37	17	6	6	13	19	14	15	19	31	13	25	50
micF	50	19	13	37	25	15	6	20	13	14	6	10	31	19	17	38
rcsD	28	22	13	30	27	13	7	18	11	12	10	13	27	18	16	45
rcsB	1	1	2	1	1	1	0	1	0	1	1	1	3	0	0	1
rcsC	7	11	11	12	10	11	10	11	13	8	9	9	11	12	8	12
atoS	12	9	11	12	8	9	10	11	12	8	11	11	11	13	10	7
atoD	23	9	6	21	18	16	3	15	4	12	4	5	15	14	12	17
atoB	6	3	2	2	3	3	1	1	2	1	2	0	3	0	0	0
yfaP	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0
yfaA	18	4	8	7	8	6	3	11	4	11	13	10	8	7	14	15
gyrA	11	8	10	12	7	4	8	7	9	9	11	9	14	5	10	11
ubiG	11	9	7	12	10	11	8	10	5	9	4	8	14	9	7	11
yfaL	68	16	24	70	22	9	14	16	33	15	18	25	54	21	35	59
nrdA	57	33	24	52	41	27	13	29	23	20	9	17	45	31	22	56
nrdB	11	12	12	15	14	17	25	12	12	28	19	9	13	12	12	9
inaA	21	7	13	14	11	3	7	8	7	10	14	15	16	8	12	11
yfaH	11	15	8	14	12	14	7	13	8	10	3	7	16	7	11	21
glpQ	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	0
glpT	29	12	9	29	21	6	13	11	12	13	9	14	18	20	17	38
glpA	38	14	11	29	17	9	13	9	20	13	6	12	18	12	21	29
yfaD	20	11	6	14	13	11	13	9	9	13	11	14	8	12	17	10
rhmA	2	2	2	1	1	0	1	0	1	0	2	1	2	0	0	1
rhmT	3	5	2	2	4	3	4	4	2	4	4	3	3	3	3	6
rhmD	2	1	1	2	2	0	0	0	2	0	1	0	0	1	1	0
rhmR	17	13	10	12	15	19	11	16	13	13	8	12	7	16	17	19
yfaY	5	4	5	7	5	8	8	7	4	8	3	4	7	9	3	11
yfaZ	29	10	15	30	11	7	6	13	17	8	12	17	27	12	21	42
nudI	42	17	13	30	21	12	6	15	12	8	7	10	27	17	11	29
ais	27	12	14	33	12	10	9	15	15	15	10	14	32	10	21	57
arnB	57	14	15	33	21	10	9	14	10	15	10	12	32	15	12	27
arnC	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0
pmrD	12	4	4	10	7	6	2	8	5	4	1	6	7	9	9	14
menB	3	2	1	1	2	0	0	1	1	0	1	0	1	0	0	0
menD	6	5	3	13	6	4	4	5	4	4	1	2	11	7	3	9
menF	3	6	5	3	3	8	3	4	3	3	7	6	7	2	4	10
elaB	5	5	5	2	4	2	2	2	5	1	2	4	4	2	3	5
elaA	9	2	6	7	6	1	2	2	3	3	3	3	6	5	0	5
rbn	5	3	2	7	0	3	2	6	5	3	1	2	6	3	6	9
elaD	14	12	9	18	17	12	6	14	7	14	4	2	15	11	8	23
yfbK	10	1	7	21	4	1	2	3	7	5	7	9	17	3	12	27
yfbL	27	9	3	21	12	7	2	7	3	5	1	1	17	7	4	10
yfbM	19	4	5	9	7	3	5	3	8	4	5	2	4	7	4	12
yfbN	23	8	13	31	16	5	6	1	13	4	7	12	22	12	10	24
yfbO	24	12	1	31	10	7	6	13	12	4	5	8	22	13	16	23
yfbP	8	4	3	9	4	0	1	0	4	1	2	2	7	0	4	8
nuoN	0	0	0	1	0	1	1	0	0	1	0	0	0	1	0	0
nuoM	14	7	10	11	5	14	12	6	15	7	12	10	8	10	9	12
nuoJ	0	0	2	0	1	0	0	0	2	1	4	0	0	0	0	0
nuoI	2	1	1	1	1	1	0	0	1	1	3	0	1	0	0	0
nuoG	6	3	3	3	2	1	3	6	6	3	1	1	2	4	4	3
nuoE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
nuoC	8	6	3	7	7	5	8	7	5	9	5	3	4	7	6	14
nuoB	1	0	2	1	1	1	2	0	1	2	1	0	1	0	0	1
nuoA	71	27	25	42	33	18	16	22	33	16	21	30	29	28	38	50
lrhA	47	28	26	52	34	17	18	24	31	28	19	26	41	20	41	47
alaA	61	29	26	56	49	20	11	25	19	20	14	17	43	37	19	53
yfbR	3	5	3	9	8	6	5	4	5	5	3	4	4	7	6	5
yfbS	7	3	5	8	7	8	3	4	4	3	5	4	4	8	3	9
yfbT	0	0	1	0	0	2	1	0	1	2	2	0	0	0	0	0
yfbU	5	6	8	5	7	5	2	4	6	3	2	4	7	4	3	10
yfbV	33	16	18	37	19	9	9	14	27	18	13	18	25	9	35	36
ackA	36	18	14	37	35	13	9	18	9	18	9	16	25	27	19	33
pta	8	5	4	2	5	6	6	3	3	7	5	4	3	3	4	5
yfcC	11	7	2	20	12	8	9	17	6	16	5	4	11	15	15	30
yfcD	10	3	5	2	4	5	3	2	4	4	1	2	3	2	2	4
yfcE	2	4	6	3	4	1	4	1	6	2	1	3	4	3	1	6
yfcF	9	9	11	8	10	8	8	6	9	9	4	9	10	6	8	10
yfcG	10	9	6	8	8	4	8	11	6	9	8	9	10	9	10	9
folX	8	4	4	3	5	2	2	3	3	1	2	4	4	4	2	4
yfcH	0	0	1	2	1	1	2	1	1	3	3	0	1	2	1	0
yfcI	22	6	7	12	6	8	12	14	9	13	13	14	10	14	17	18
hisP	1	1	0	1	0	0	1	0	1	0	0	0	1	0	0	0
hisQ	7	8	9	2	9	7	7	2	8	6	10	3	2	5	1	2
hisJ	23	12	7	23	13	6	8	10	12	11	14	14	17	8	22	19
argT	29	21	8	22	27	11	11	16	11	16	6	11	13	16	19	27
ubiX	7	5	4	2	6	9	4	11	4	10	6	4	1	6	10	4
purF	5	2	3	1	0	0	2	3	5	2	2	3	1	1	4	1
cvpA	19	13	12	18	14	14	26	8	16	24	19	12	13	11	14	24
folC	4	5	3	4	4	5	3	7	3	6	6	1	5	4	4	4
accD	19	7	7	10	12	9	6	6	5	7	12	11	7	10	10	16
dedA	9	5	9	6	7	2	4	3	7	6	4	4	6	2	4	3
usg	3	3	3	3	4	2	0	10	2	5	4	2	3	7	6	7
pdxB	7	9	3	7	7	5	6	8	3	5	4	6	9	8	5	5
flk	5	6	8	7	5	4	6	3	8	5	5	9	9	3	7	7
yfcJ	19	17	14	12	17	22	25	15	17	23	12	12	9	18	13	18
fabB	9	9	7	10	5	0	11	14	8	11	8	14	14	10	14	13
mnmC	13	14	14	10	14	8	11	7	10	11	0	9	14	8	5	9
yfcL	4	2	5	1	3	2	2	0	3	3	1	1	1	0	1	3
mepA	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
aroC	7	6	1	1	5	1	3	0	1	2	1	2	2	0	1	0
prmB	10	8	4	16	8	9	13	12	8	10	3	7	12	16	8	20
smrB	20	7	12	16	8	3	13	4	16	10	9	8	12	8	8	10
yfcS	2	0	1	3	0	1	1	0	3	0	1	1	1	1	2	1
yfcU	13	7	2	8	4	5	4	2	6	3	6	3	7	0	5	5
yfcV	52	20	17	72	28	12	10	19	26	13	16	22	56	24	33	79
sixA	29	9	9	16	12	5	12	8	12	13	14	12	10	10	15	15
fadI	9	8	8	7	9	10	4	20	4	6	12	12	10	19	10	31
yfcZ	31	21	24	31	27	9	15	16	25	17	22	22	24	20	25	41
fadL	41	22	16	31	25	22	15	24	20	17	9	21	24	25	27	31
yfdF	39	16	21	28	26	25	9	26	13	19	13	18	26	27	20	38
mlaA	28	16	19	19	21	8	15	20	14	22	19	15	19	18	16	23
yfdC	23	15	20	19	16	19	15	19	18	22	8	16	19	14	21	28
argW	2	4	5	6	6	5	7	3	2	9	6	3	6	3	2	5
intS	13	8	8	14	13	16	10	4	7	6	5	10	10	14	5	17
gtrA	14	8	12	14	12	4	4	9	12	7	1	8	11	10	10	15
tfaS	25	22	13	42	24	22	12	26	18	15	6	15	35	25	23	28
yfdK	4	1	1	1	0	0	0	2	2	0	1	1	2	1	2	7
oweS	0	0	0	2	2	1	0	3	0	2	0	0	0	3	2	2
yfdP	2	0	3	2	2	0	0	0	3	2	1	0	0	0	2	0
yfdQ	5	3	2	12	3	0	0	6	3	0	1	1	11	6	2	9
yfdR	13	8	4	10	10	7	7	6	5	10	11	4	8	5	8	10
ypdJ	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
torI	0	3	5	9	4	5	5	4	6	4	2	3	7	7	3	10
pawZ	12	3	3	8	7	5	1	5	1	3	2	3	5	7	3	4
dsdC	29	12	9	23	14	7	4	13	17	9	7	6	12	10	19	25
dsdX	25	6	13	23	19	7	4	9	10	9	7	12	12	17	14	29
dsdA	2	2	2	0	1	0	2	1	2	2	0	1	1	0	0	0
emrK	49	15	23	48	29	16	7	24	22	14	10	20	35	31	26	45
evgA	45	20	24	48	26	10	7	23	31	14	16	15	35	22	29	49
evgS	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0
yfdE	7	2	3	7	6	2	2	3	2	4	2	3	5	5	4	15
yfdV	3	5	1	8	3	4	3	7	5	2	5	2	5	6	5	4
oxc	7	1	1	6	1	2	2	3	1	2	6	1	6	4	1	8
frc	53	30	18	57	31	16	23	26	22	22	15	22	52	28	24	60
yfdX	35	17	13	33	14	8	7	22	18	8	7	15	30	18	21	28
ypdI	28	15	22	33	21	7	7	13	18	8	8	17	30	18	14	35
yfdY	25	22	26	26	25	7	12	20	21	18	14	26	27	17	27	38
lpxP	38	26	20	26	27	14	12	26	17	18	7	22	27	21	25	25
ypdK	35	15	21	23	18	14	16	26	13	17	16	25	29	27	18	41
alaC	49	15	22	35	19	10	12	19	23	17	21	19	30	18	24	41
ypdA	41	19	19	35	24	21	12	22	18	17	10	15	30	23	19	49
ypdB	0	0	1	2	0	1	1	0	2	1	1	1	1	0	1	1
ypdC	1	1	0	0	0	0	1	1	1	0	2	0	0	2	0	2
fryA	1	1	1	1	0	3	2	2	2	1	2	1	1	2	1	2
ypdF	4	0	2	1	1	1	0	0	2	0	1	0	0	1	0	0
fryC	1	1	1	3	1	0	1	0	2	0	2	1	2	1	1	3
fryB	15	14	6	19	15	10	12	14	8	5	9	13	15	22	9	31
glk	14	6	16	14	10	12	7	9	14	14	10	14	13	6	18	25
yfeO	25	14	9	14	18	10	7	16	6	14	12	6	13	14	10	14
ypeC	11	5	6	9	3	6	8	7	9	8	7	4	9	4	7	10
mntH	39	18	18	39	32	7	5	16	16	12	10	20	26	23	26	27
nupC	27	20	16	39	26	10	5	18	23	12	7	18	26	16	32	39
insL1	10	5	3	9	3	6	5	3	4	5	6	4	10	1	5	6
yfeA	18	7	9	11	8	15	11	14	9	16	11	15	9	11	20	23
alaX	5	4	1	2	4	2	3	1	0	3	1	3	2	1	2	4
alaW	19	19	6	20	17	12	12	12	15	10	7	12	13	12	19	29
yfeC	29	12	12	20	19	7	12	6	12	10	12	19	13	15	17	19
gltX	32	10	17	20	16	9	17	6	17	13	12	18	14	16	14	26
valU	26	18	6	20	14	12	17	17	16	13	9	10	14	17	16	32
valX	4	2	5	2	1	2	2	3	3	2	0	5	4	2	3	3
valY	8	1	3	2	1	2	2	4	2	2	0	4	3	3	3	5
lysV	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1
xapR	14	6	7	32	6	7	9	14	10	12	13	18	28	11	24	39
xapB	13	4	3	4	3	2	5	1	7	4	5	1	1	1	3	1
xapA	35	8	17	30	9	11	12	7	18	11	8	13	27	9	13	19
yfeN	19	13	7	30	13	8	12	17	9	11	11	8	27	18	9	35
yfeR	11	2	6	11	6	3	1	4	9	2	1	3	3	7	8	11
yfeH	11	3	4	11	8	1	1	6	7	2	3	2	3	9	6	11
ligA	5	4	2	4	3	5	4	5	3	4	6	3	4	4	4	9
zipA	28	10	16	18	15	6	7	10	14	12	11	16	15	10	19	21
cysZ	21	16	10	18	19	11	7	16	10	12	6	10	15	14	15	28
cysK	9	7	6	19	10	15	5	13	4	9	9	12	18	12	14	21
ptsH	45	22	17	22	22	18	21	25	15	28	16	20	25	18	25	43
ptsI	6	1	4	1	3	2	1	1	0	0	5	5	3	4	0	7
crr	2	2	4	3	2	3	2	2	5	3	2	0	2	2	2	3
pdxK	11	3	7	10	4	4	4	3	11	3	6	5	6	5	8	13
yfeK	13	5	3	10	8	6	4	7	5	3	4	3	6	11	4	11
yfeS	2	2	3	1	2	1	1	1	2	2	5	1	2	1	1	4
cysM	9	7	10	8	7	8	11	4	10	11	9	8	8	5	8	9
cysP	25	17	8	20	18	21	15	22	8	13	13	21	20	25	19	37
ucpA	10	3	12	12	7	3	3	6	12	8	5	6	9	5	11	15
murR	14	7	15	16	10	6	6	7	16	8	8	8	12	7	12	10
murQ	10	8	7	16	12	8	6	15	7	8	6	7	12	16	10	14
murP	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
yfeW	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	0
yfeX	14	7	3	6	8	4	9	2	5	9	4	3	4	3	5	8
yfeY	8	5	3	3	5	2	2	2	4	3	3	3	2	1	5	8
ypeA	18	13	8	19	12	14	14	7	10	8	4	14	17	13	10	31
amiA	31	14	7	19	10	4	14	8	13	8	14	13	17	10	12	18
hemF	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1
eutR	2	4	1	2	4	5	3	2	1	2	5	4	2	3	3	1
eutK	0	0	1	0	0	1	2	0	1	1	2	1	0	0	1	1
eutL	0	0	1	1	1	0	0	0	1	1	2	0	0	1	0	0
eutC	1	2	1	3	1	0	2	0	3	1	1	0	2	1	1	0
eutB	16	15	4	15	7	10	15	8	18	8	11	8	8	7	15	12
intZ	12	8	8	15	15	11	15	4	7	8	10	15	8	18	7	16
yffL	22	4	6	22	9	7	6	8	5	9	5	9	17	11	11	38
yffM	43	14	36	27	33	24	25	20	23	34	39	29	22	29	25	45
yffN	1	0	1	1	1	0	0	0	1	0	2	1	0	1	1	0
yffO	18	2	1	13	7	2	5	3	2	6	9	5	7	6	7	23
yffQ	51	30	22	30	38	34	25	20	27	28	29	21	16	26	29	47
yffR	1	0	1	1	1	0	0	0	1	1	2	0	0	1	0	0
yffS	15	11	3	12	9	17	9	8	7	7	6	6	10	9	8	12
eutH	11	11	10	17	15	14	24	7	9	28	19	8	13	7	12	10
eutJ	1	1	2	0	1	0	0	0	1	0	1	1	1	0	0	0
eutE	1	1	1	1	2	0	0	0	1	1	1	0	0	1	0	0
eutN	2	7	4	3	4	6	9	9	6	6	13	6	4	9	5	12
eutM	4	3	3	1	2	4	2	2	4	1	3	2	1	2	2	1
eutP	0	1	1	1	1	0	1	0	1	1	1	0	1	1	0	1
eutS	28	16	14	30	16	7	13	19	13	16	4	11	31	17	13	43
maeB	33	18	21	20	22	7	8	12	16	15	17	21	21	9	23	24
talA	24	21	12	20	23	17	8	21	9	15	7	18	21	16	22	33
tktB	0	2	2	1	2	2	1	0	1	1	1	2	1	0	1	1
ypfG	12	8	2	10	4	6	10	7	7	7	4	8	8	7	10	14
nudK	4	4	5	3	5	3	6	3	4	6	2	5	3	4	4	5
aegA	27	12	11	18	16	8	8	8	9	7	8	13	15	13	10	21
narQ	21	13	8	18	10	8	8	11	13	7	8	12	15	9	16	27
acrD	15	14	10	8	12	9	6	14	8	9	5	6	13	9	7	17
ypfM	45	17	20	53	26	14	11	10	20	8	8	21	43	22	18	43
yffB	43	21	10	53	18	8	11	20	22	8	14	17	43	20	26	45
dapE	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0
ypfN	4	0	4	1	1	0	0	1	3	2	2	2	1	1	3	1
ypfH	6	1	5	7	6	2	3	3	3	3	3	6	4	8	4	8
tmcA	0	0	1	0	1	1	1	1	0	1	5	0	0	1	0	1
ypfJ	8	7	3	18	12	11	8	15	7	10	5	6	9	18	12	17
purC	24	15	11	15	17	9	18	4	13	13	11	11	10	11	9	20
bamC	0	0	3	1	0	0	0	0	2	0	2	1	1	0	1	4
dapA	17	11	8	9	12	6	2	8	7	7	8	8	8	5	12	16
gcvR	16	8	8	9	12	8	2	8	5	7	6	11	8	7	12	17
hyfA	15	12	8	28	21	13	11	14	13	15	6	10	14	20	19	32
hyfC	2	1	0	1	1	1	0	0	1	0	1	0	0	1	0	0
hyfD	1	2	1	1	1	0	1	1	3	1	2	0	0	0	1	0
hyfE	0	0	1	2	0	0	0	0	4	0	1	0	0	0	2	0
hyfF	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0
hyfH	1	1	2	0	1	0	0	0	2	0	1	0	0	0	0	0
hyfR	3	1	2	3	1	0	0	2	3	0	2	1	2	2	2	4
focB	0	0	2	1	1	0	0	2	1	3	1	1	1	1	3	3
yfgO	16	9	11	16	10	14	13	13	16	9	7	12	9	18	13	25
bepA	25	12	13	16	13	7	13	11	18	9	14	9	9	16	10	16
yfgD	4	1	2	1	2	0	1	0	2	1	1	0	1	1	0	2
hda	6	4	2	6	4	5	5	6	5	4	8	9	3	7	11	8
uraA	14	5	8	8	3	2	3	4	6	4	2	2	11	1	1	10
upp	44	15	19	19	15	16	18	17	20	18	17	15	18	17	16	39
purM	39	15	17	19	16	17	18	19	17	18	16	15	18	20	15	44
ppk	16	4	10	11	12	17	8	9	3	14	6	11	11	11	10	17
ppx	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0
yfgF	36	16	14	47	23	6	6	16	21	7	19	22	32	22	30	33
yfgG	33	22	16	47	30	19	6	14	22	7	6	16	32	21	23	36
yfgH	29	12	4	41	11	9	10	22	12	10	8	13	35	20	21	52
yfgI	1	0	3	1	1	0	0	0	2	0	2	1	1	2	0	0
guaA	2	2	1	6	3	3	6	6	3	4	3	3	4	9	3	9
guaB	14	4	11	16	10	8	9	6	8	12	10	8	13	10	7	14
xseA	14	8	6	16	7	10	9	11	10	12	8	4	13	8	10	14
yfgJ	4	1	4	9	2	5	2	4	5	2	5	3	7	5	4	6
der	12	7	3	6	3	3	9	8	7	6	6	8	6	8	9	15
bamB	0	1	1	0	0	2	1	0	2	0	2	0	0	0	0	0
yfgM	2	1	4	0	1	0	0	0	4	1	3	0	0	0	0	0
hisS	11	4	7	9	4	7	7	3	11	6	7	5	5	5	8	10
ispG	1	2	2	1	1	0	3	0	3	1	4	1	1	1	0	4
rodZ	18	19	13	21	17	6	16	12	12	16	15	27	25	10	26	30
rlmN	12	7	7	9	11	14	15	3	5	16	10	8	7	6	7	11
ndk	19	10	5	11	12	7	5	9	4	6	3	9	11	10	9	17
yfhM	23	9	9	19	12	4	10	10	12	13	16	10	13	10	16	19
sseA	19	10	10	19	16	16	10	9	10	13	4	9	13	12	12	23
ryfA	65	24	28	31	31	23	24	27	13	28	17	34	39	30	23	62
sseB	15	5	4	13	7	10	11	7	6	14	6	6	8	6	11	11
pepB	13	9	6	9	13	13	12	16	5	19	11	5	7	13	11	14
iscX	0	0	3	0	1	0	0	0	1	0	1	2	1	0	0	1
hscA	3	1	1	0	0	0	0	2	1	1	1	0	1	1	1	2
hscB	2	4	2	6	3	10	12	3	5	10	6	7	4	4	8	8
iscA	0	0	2	0	0	0	0	0	2	0	2	3	0	0	2	4
iscU	2	0	2	4	1	0	2	0	3	0	3	1	3	3	0	2
iscS	10	5	10	8	7	6	6	4	8	6	5	8	9	6	6	6
iscR	38	34	28	26	32	33	38	16	28	34	24	29	28	18	25	19
trmJ	12	4	10	10	5	0	8	7	13	6	6	6	7	9	7	7
suhB	7	6	7	10	7	6	8	10	9	6	0	4	7	13	5	12
yfhR	9	8	6	9	9	13	8	14	8	7	7	4	6	16	5	14
csiE	16	11	11	20	17	10	4	14	13	10	3	3	12	13	12	20
hcaT	8	13	7	10	12	6	10	10	10	10	9	5	8	10	8	22
hcaR	12	4	8	13	3	4	2	7	10	4	7	9	11	4	14	22
iroK	35	25	24	36	28	31	34	18	36	30	34	33	21	25	42	47
hcaE	22	9	7	13	14	7	2	8	4	4	4	4	11	10	3	12
hcaD	1	1	1	0	1	0	1	0	1	1	1	0	0	0	0	0
yphA	8	2	6	10	6	2	4	3	5	6	9	7	7	4	8	8
yphB	0	0	2	0	0	0	1	0	1	1	2	1	1	0	0	1
yphC	6	2	2	6	1	4	5	2	4	5	8	3	4	1	5	6
yphD	3	2	2	1	0	2	1	1	4	0	1	0	1	0	2	3
yphE	0	0	2	1	1	2	2	2	2	2	1	1	0	3	1	1
yphF	13	6	5	8	5	6	5	7	3	8	3	3	10	3	4	6
yphG	11	7	4	11	9	5	3	6	4	5	2	7	9	6	9	18
yphH	18	7	6	11	9	2	3	4	6	5	5	7	9	4	9	11
glyA	42	7	16	27	17	16	11	18	15	17	10	22	17	22	28	41
hmp	41	22	18	27	28	10	11	16	22	17	16	7	17	15	17	42
glnB	5	3	6	4	4	1	3	1	4	4	3	4	4	2	3	8
yfhG	7	8	7	11	10	11	10	14	5	12	9	11	11	14	11	12
glrK	2	4	4	3	3	4	4	5	4	3	2	4	4	6	2	3
glmY	24	22	16	23	26	15	12	18	10	17	13	19	25	18	17	39
purL	22	14	14	17	15	15	19	11	14	19	9	15	16	12	15	29
mltF	29	15	11	17	15	9	19	14	12	19	15	14	16	14	15	22
tadA	4	1	4	4	1	3	6	2	1	6	1	5	6	2	2	8
pgpC	18	5	15	24	12	8	10	6	17	12	8	13	14	11	17	17
yfhH	17	13	6	24	17	8	10	15	11	12	8	5	14	17	12	18
yfhL	4	0	3	3	0	5	4	1	3	4	1	7	3	1	6	9
shoB	36	17	19	24	22	12	12	17	20	19	13	18	18	15	26	33
ohsC	33	18	17	24	26	13	12	19	15	19	12	17	18	20	22	36
pdxJ	0	0	1	1	0	0	0	0	2	0	1	1	0	1	2	1
recO	1	1	1	0	0	1	1	1	1	0	0	1	1	1	0	0
rnc	17	15	13	21	17	20	19	8	13	15	10	24	19	15	20	24
lepB	0	0	2	0	0	2	0	1	1	1	2	1	1	0	1	2
lepA	17	14	10	16	17	7	9	10	8	12	8	10	15	10	11	22
rseA	1	1	3	4	0	0	2	1	3	2	6	1	5	0	1	1
rpoE	41	26	24	29	24	6	16	23	26	23	27	22	29	14	32	44
nadB	44	22	23	29	32	27	16	24	14	23	6	26	29	26	24	41
trmN	2	4	2	10	4	5	8	12	3	8	9	11	9	13	11	19
srmB	19	11	12	10	11	9	8	2	13	8	5	4	9	3	4	2
yfiE	8	5	4	10	3	3	4	4	7	0	6	7	9	6	6	19
eamB	19	7	4	10	6	6	4	4	6	0	3	5	9	7	3	8
grcA	43	17	12	28	24	10	9	16	14	15	12	12	19	17	20	35
ung	35	12	16	28	20	12	9	12	17	15	10	17	19	14	24	43
yfiF	15	12	10	17	10	4	18	10	13	15	17	11	15	12	11	15
trxC	15	11	10	17	11	17	18	10	12	15	4	12	15	13	10	15
yfiP	1	3	0	2	2	5	7	8	2	6	4	3	1	8	4	11
pka	1	2	1	2	2	1	3	2	2	1	4	2	0	4	1	2
pssA	9	8	6	8	7	5	3	7	9	5	6	8	6	4	13	8
yfiM	1	4	1	0	3	5	3	1	1	1	5	5	1	2	3	8
kgtP	42	19	11	32	25	22	14	18	15	23	12	6	22	15	19	26
rrfG	11	5	10	7	6	2	5	3	12	6	3	2	3	3	5	8
rrlG	27	8	8	11	9	2	5	16	14	5	4	14	5	16	20	19
gltW	20	9	14	10	10	4	11	9	13	13	5	10	10	7	11	14
rrsG	55	29	27	27	24	16	30	25	34	27	21	18	24	23	22	39
ryfD	2	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0
rluD	18	11	8	9	8	9	7	8	8	6	4	6	12	6	4	9
bamD	9	6	8	9	4	4	7	8	6	6	9	11	12	8	8	18
